studyName,"Datetime GMT","Latitude dec. deg. (º)","Longitude dec. deg. (º)","Depth (m)","Phosphate (µmol/L)","Silicate (µmol/L)","Nitrite and Nitrate (µmol/L)"
PAL1314,"2014-03-13 12:45:00",-64.8138333,-64.04166667,10,1.379,49.552,19.412
PAL1314,"2014-03-13 12:45:00",-64.8138333,-64.04166667,20,1.71,59.51,24.423
PAL1314,"2014-03-13 12:45:00",-64.8138333,-64.04166667,35,2.172,69.56,30.164
PAL1314,"2014-03-13 12:45:00",-64.8138333,-64.04166667,50,2.41,76.798,33.026
PAL1314,"2014-03-13 12:45:00",-64.8138333,-64.04166667,65,2.374,72.592,33.573
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,0,1.298,48.307,19.723
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,5,1.255,47.954,19.336
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,10,1.257,49.893,19.342
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,20,1.343,48.76,20.381
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,30,1.555,53.229,22.265
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,40,1.924,58.481,26.47
PAL1314,"2014-03-17 13:45:00",-64.7795,-64.0725,50,2.262,67.693,30.22
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,0,1.235,49.611,19.601
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,5,1.22,50.305,19.545
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,10,1.245,48.822,19.835
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,20,1.349,53.041,21.214
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,35,1.813,54.586,25.712
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,50,2.2,67.778,30.235
PAL1314,"2014-03-17 12:35:00",-64.8138333,-64.04166667,65,2.272,71.118,31.426
PAL1314,"2014-03-18 12:10:00",,,6,-999,-999,-999
PAL1314,"2014-03-18 12:10:00",,,6,-999,-999,-999
PAL1314,"2014-03-18 12:10:00",,,6,-999,-999,-999
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,0,1.377,49.427,20.9
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,5,1.427,50.672,22.008
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,10,1.357,47.73,21.154
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,20,1.495,51.578,23.141
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,30,1.425,49.337,21.602
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,40,1.544,51.787,22.926
PAL1314,"2014-03-20 15:00:00",-64.7795,-64.0725,50,1.665,56.771,23.976
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,0,-999,-999,-999
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,5,1.372,47.107,20.865
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,10,1.392,48.793,21.315
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,20,1.136,47.815,21.046
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,35,1.468,49.705,21.839
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,50,1.425,47.846,19.808
PAL1314,"2014-03-20 13:35:00",-64.8138333,-64.04166667,65,1.745,56.319,24.977
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,0,1.464,50.823,21.35
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,5,1.331,46.843,19.793
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,10,1.189,40.574,18.516
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,20,1.329,48.056,20.741
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,30,1.88,59.623,26.386
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,40,2.006,65.763,26.699
PAL1314,"2014-03-24 13:20:00",-64.7795,-64.0725,50,1.917,64.061,25.109
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,0,-999,-999,-999
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,5,1.149,40.248,17.24
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,10,-999,-999,-999
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,20,1.374,48.811,21.339
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,35,-999,-999,-999
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,50,1.92,61.63,25.996
PAL1314,"2014-03-24 12:18:00",-64.8138333,-64.04166667,65,-999,-999,-999
PAL1415,"2014-10-15 08:00:00",,,6,1.812,50.272,25.644
PAL1415,"2014-10-15 08:00:00",,,6,2.01,56.246,28.309
PAL1415,"2014-10-15 08:00:00",,,6,1.931,56.994,28.134
PAL1415,"2014-10-20 13:00:00",,,6,1.745,48.903,21.632
PAL1415,"2014-10-20 13:00:00",,,6,1.728,54.129,24.21
PAL1415,"2014-10-20 13:00:00",,,6,1.864,53.439,23.88
PAL1415,"2014-10-23 08:40:00",,,6,1.817,59.256,28.341
PAL1415,"2014-10-23 08:40:00",,,6,1.735,51.798,24.126
PAL1415,"2014-10-23 08:40:00",,,6,1.915,57.921,28.448
PAL1415,"2014-10-27 07:05:00",,,6,1.903,57.152,28.437
PAL1415,"2014-10-27 07:05:00",,,6,1.674,53.246,24.112
PAL1415,"2014-10-27 07:05:00",,,6,1.897,55.842,25.466
PAL1415,"2014-10-30 10:10:00",,,6,1.95,55.657,25.383
PAL1415,"2014-10-30 12:05:00",,,6,2.073,62.339,29.281
PAL1415,"2014-10-30 13:55:00",,,6,1.815,53.107,22.949
PAL1415,"2014-10-30 16:03:00",,,6,2.083,60.9,30.176
PAL1415,"2014-10-30 18:03:00",,,6,1.949,57.477,27.615
PAL1415,"2014-10-30 20:00:00",,,6,1.597,53.348,21.517
PAL1415,"2014-10-30 21:58:00",,,6,2.04,61.721,28.874
PAL1415,"2014-10-31 00:02:00",,,6,2.104,62.88,29.891
PAL1415,"2014-10-31 02:05:00",,,6,1.761,56.298,23.418
PAL1415,"2014-10-31 04:07:00",,,6,1.985,59.643,26.069
PAL1415,"2014-10-31 06:05:00",,,6,1.796,55.099,23.461
PAL1415,"2014-10-31 08:00:00",,,6,1.939,52.552,23.158
PAL1415,"2014-10-31 10:10:00",,,6,1.784,57.978,25.444
PAL1415,"2014-11-06 09:07:00",,,6,1.633,50.46,20.821
PAL1415,"2014-11-10 08:15:00",,,6,1.544,47.904,19.337
PAL1415,"2014-11-13 11:10:00",-64.7795,-64.0725,30,1.743,54.196,25.356
PAL1415,"2014-11-13 11:10:00",-64.7795,-64.0725,10,2.088,59.601,29.339
PAL1415,"2014-11-13 11:10:00",-64.7795,-64.0725,5,1.611,52.147,22.837
PAL1415,"2014-11-13 11:10:00",-64.7795,-64.0725,0,1.651,44.908,19.292
PAL1415,"2014-11-13 11:10:00",-64.7795,-64.0725,20,2.038,60.534,27.987
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,0,1.877,59.528,25.424
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,5,1.683,51.805,21.841
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,10,1.671,59.972,24.899
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,20,1.794,58.085,24.196
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,35,2.006,61.886,24.789
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,50,1.734,53.353,22.893
PAL1415,"2014-11-18 10:45:00",-64.8138333,-64.04166667,65,2.192,71.446,31.49
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,0,1.816,58.043,26.006
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,5,1.991,59.588,26.341
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,10,1.626,53.8,23.17
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,20,1.795,57.04,26.711
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,35,1.633,58.272,22.962
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,50,1.645,54.119,22.28
PAL1415,"2014-11-21 08:50:00",-64.8138333,-64.04166667,65,1.961,61.911,26.988
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,50,2.018,62.771,29.12
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,40,1.894,61.062,29.384
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,30,1.755,56.246,23.238
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,20,1.7,52.673,22.053
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,10,1.974,60.563,27.121
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,5,1.585,46.081,18.271
PAL1415,"2014-11-21 12:15:00",-64.7795,-64.0725,0,1.598,50.362,20.287
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,65,2.038,66.954,29.963
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,50,2.136,63.759,29.362
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,35,1.685,50.608,20.521
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,10,1.812,57.38,26.063
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,20,1.789,53.22,24.483
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,5,1.812,46.683,25.063
PAL1415,"2014-11-25 08:40:00",-64.8138333,-64.04166667,0,1.938,59.868,27.366
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,50,1.455,31.12,12.236
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,40,1.947,60.924,26.524
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,30,1.065,24.983,8.328
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,20,1.744,53.542,23.168
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,10,1.479,41.835,15.53
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,5,1.04,21.019,6.093
PAL1415,"2014-11-25 10:45:00",-64.7795,-64.0725,0,1.89,59.798,26.398
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,65,1.704,35.192,15.867
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,50,2.034,60.211,26.953
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,35,1.244,30.197,12.272
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,20,1.246,33.67,12.345
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,10,1.417,38.494,19.361
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,5,1.633,59.495,24.425
PAL1415,"2014-12-01 07:10:00",-64.8138333,-64.04166667,0,1.411,45.787,21.767
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,50,1.87,54.985,28.294
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,40,1.239,35.709,12.629
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,30,1.686,38.385,21.927
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,20,1.446,39.106,15.428
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,10,1.195,22.188,10.474
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,5,1.39,52.007,18.192
PAL1415,"2014-12-01 10:45:00",-64.7795,-64.0725,0,1.422,40.793,14.465
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,50,1.384,34.395,12.576
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,40,2.063,64.759,29.049
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,30,2.004,61.202,28.994
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,20,1.855,61.47,27.032
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,10,1.556,56.816,27.239
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,5,1.49,55.926,18.919
PAL1415,"2014-12-04 09:20:00",-64.7795,-64.0725,0,1.228,58.766,18.138
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,65,1.903,54.579,23.871
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,50,1.987,61.19,30.143
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,35,1.354,34.253,16.097
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,20,1.209,32.629,11.019
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,10,1.501,51.998,19.234
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,5,1.072,25.269,10.772
PAL1415,"2014-12-04 07:43:00",-64.8138333,-64.04166667,0,1.658,55.367,25.337
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,50,2.048,61.583,30.707
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,40,1.905,60.858,25.04
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,30,1.354,26.462,11.58
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,20,1.525,55.497,20.908
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,10,1.65,59.857,25.035
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,5,0.733,55.274,9.736
PAL1415,"2014-12-08 08:07:00",-64.7795,-64.0725,0,0.599,46.7,6.6
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,65,2.064,60.634,26.71
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,50,2.051,62.951,29.674
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,35,1.588,42.908,20.636
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,20,1.308,29.777,13.741
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,10,1.556,52.577,20.241
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,5,1.778,52.858,24.87
PAL1415,"2014-12-08 06:43:00",-64.8138333,-64.04166667,0,2.133,65.863,28.226
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,50,2.164,63.685,29.791
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,40,1.966,63.963,28.744
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,30,1.685,55.547,24.2
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,20,1.555,50.976,21.028
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,10,1.734,57.446,21.936
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,5,0.739,31.614,7.054
PAL1415,"2014-12-11 06:44:00",-64.7795,-64.0725,0,1.792,50.97,20.259
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,65,1.985,61.47,25.502
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,50,2.041,62.999,26.775
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,35,1.652,48.901,21.26
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,20,1.399,31.002,11.781
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,10,1.454,41.036,15.738
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,5,1.51,48.272,17.251
PAL1415,"2014-12-25 08:34:00",-64.8138333,-64.04166667,0,1.718,50.954,19.881
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,50,1.582,49.127,19.156
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,40,1.362,23.91,8.779
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,30,1.9,57.33,25.593
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,20,2.135,65.418,28.201
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,10,-999,-999,-999
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,5,1.37,40.791,14.883
PAL1415,"2014-12-23 08:37:00",-64.7795,-64.0725,0,1.728,52.591,23.071
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,50,2.2,69.718,31.006
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,40,1.684,35.528,20.849
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,30,1.716,47.602,19.726
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,20,1.987,61.541,24.093
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,10,1.053,32.531,10.2
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,5,1.409,45.591,17.251
PAL1415,"2014-12-25 07:20:00",-64.7795,-64.0725,0,1.549,52.347,23.737
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,65,1.669,53.428,15.698
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,50,1.607,39.48,20.635
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,35,1.989,57.669,26.458
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,20,1.816,61.407,24.253
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,10,1.775,57.134,22.554
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,5,1.595,57.736,22.506
PAL1415,"2014-12-29 07:00:00",-64.8138333,-64.04166667,0,1.691,58.072,22.731
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,50,1.562,38.024,16.145
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,40,2.152,71.222,31.092
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,30,2.121,64.595,26.942
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,20,1.625,52.143,19.795
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,10,1.522,50.802,18.867
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,5,1.219,30.989,11.959
PAL1415,"2014-12-29 08:42:00",-64.7795,-64.0725,0,1.593,56.805,21.783
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,50,2.211,68.694,30.864
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,40,2.178,67.847,30.295
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,30,2.12,65.309,30.292
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,20,1.864,55.631,25.729
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,10,1.751,56.935,26.388
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,5,1.511,55.687,21.37
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,0,1.519,52.428,21.311
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,65,2.335,74.074,32.088
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,50,2.066,57.007,24.422
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,35,1.973,60.781,29.902
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,20,1.592,49.668,19.305
PAL1415,"2015-01-01 08:37:00",-64.7795,-64.0725,10,1.751,61.68,25.481
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,5,1.679,56.615,18.845
PAL1415,"2015-01-01 07:12:00",-64.8138333,-64.04166667,0,1.445,43.444,15.554
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,50,1.761,42.641,15.426
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,40,1.839,66.677,25.257
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,30,1.612,42.867,15.182
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,20,2.091,66.187,30.204
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,10,1.747,61.39,25.423
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,5,1.424,37.206,12.43
PAL1415,"2015-01-05 06:50:00",-64.7795,-64.0725,0,1.467,46.009,16.05
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,65,2.224,75.46,31.927
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,50,2.168,64.881,33.697
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,35,1.673,49.868,21.991
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,20,1.97,63.721,26.204
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,10,1.116,33.963,9.812
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,5,1.717,57.455,20.446
PAL1415,"2015-01-05 08:45:00",-64.8138333,-64.04166667,0,1.639,60.823,19.599
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,50,2.015,64.234,26.152
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,40,1.131,38.867,9.432
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,30,1.755,63.475,23.276
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,20,1.183,33.661,9.955
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,10,1.662,60.031,21.402
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,5,1.65,61.797,19.016
PAL1415,"2015-01-08 07:50:00",-64.7795,-64.0725,0,1.475,49.28,17.616
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,65,2.152,73.173,30.857
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,50,1.391,22.922,10.239
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,35,1.021,28.974,8.855
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,20,1.688,60.819,20.366
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,10,1.068,27.815,6.677
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,5,1.59,55.252,20.771
PAL1415,"2015-01-08 06:33:00",-64.8138333,-64.04166667,0,1.138,29.852,9
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,65,2.153,68.806,31.329
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,50,2.213,66.496,30.926
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,35,1.875,49.825,25.784
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,20,1.471,55.853,18.118
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,10,1.335,53.574,15.596
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,5,1.08,48.116,12.25
PAL1415,"2015-01-12 05:30:00",-64.8138333,-64.04166667,0,1.187,54.468,12.173
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,50,1.375,30.44,14.075
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,40,2.012,59.907,25.436
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,30,1.901,56.522,23.489
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,20,1.652,48.319,22.777
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,10,1.36,57.348,17.956
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,5,1.324,56.16,14.465
PAL1415,"2015-01-12 06:42:00",-64.7795,-64.0725,0,0.764,27.769,5.977
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,50,2.155,61.688,30.44
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,40,1.315,31.144,8.865
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,30,1.429,30.473,14.248
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,20,1.155,25.173,8.035
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,10,1.036,24.736,7.009
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,5,0.639,23.382,3.237
PAL1415,"2015-01-16 08:46:00",-64.7795,-64.0725,0,0.596,27.025,2.994
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,65,1.435,29.307,14.35
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,50,1.132,29.948,6.703
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,35,2.089,61.259,28.834
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,20,1.694,56.385,21.505
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,10,1.144,50.334,14.442
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,5,1.264,52.899,15.105
PAL1415,"2015-01-16 06:21:00",-64.8138333,-64.04166667,0,0.737,25.818,7.017
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,50,1.331,29.049,17.795
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,40,1.882,62.494,25.851
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,30,1.923,57.851,28.24
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,20,1.851,54.804,24.1
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,10,1.226,47.809,12.095
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,5,0.621,29.135,3.187
PAL1415,"2015-01-19 06:42:00",-64.7795,-64.0725,0,0.62,54.93,1.943
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,65,2.178,67.447,26.377
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,50,2.255,67.834,31.536
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,35,1.733,44.695,21.827
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,20,1.819,58.494,26.127
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,10,1.417,57.392,17.057
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,5,0.822,29.086,6.206
PAL1415,"2015-01-19 05:30:00",-64.8138333,-64.04166667,0,1.111,57.288,14.028
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,50,2.157,65.437,31.161
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,40,1.925,62.651,27.476
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,30,2.06,59.802,29.368
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,20,1.547,58.411,19.298
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,10,1.345,59.836,14.773
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,5,1.116,51.93,10.936
PAL1415,"2015-01-22 07:35:00",-64.7795,-64.0725,0,0.873,46.149,9.074
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,65,2.188,60.894,30.71
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,50,2.059,58.6,30.471
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,35,2.12,64.192,28.494
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,20,1.96,56.995,26.992
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,10,1.372,46.54,15.334
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,5,1.554,60.125,19.104
PAL1415,"2015-01-22 05:53:00",-64.8138333,-64.04166667,0,1.248,50.682,15.267
PAL1415,"2015-01-26 05:22:00",-64.7795,-64.0725,50,2.139,64.856,29.968
PAL1415,"2015-01-26 05:22:00",-64.7795,-64.0725,40,1.995,62.645,26.962
PAL1415,"2015-01-26 05:22:00",-64.7795,-64.0725,30,1.841,58.538,22.825
PAL1415,"2015-01-26 05:22:00",-64.7795,-64.0725,20,1.718,57.723,20.485
